session_id,mac,ip,device_id,username,auth_method,endpoint_profile,location,vlan,session_start,session_end,sgt
S00006018,12:f8:1d:5b:9e:38,10.6.10.104,D006018,amiller6017,DOT1X,Workstation,SW079/Gi1/0/6,10,2025-12-10 14:45:36+00:00,2025-12-10 16:58:52.029051625+00:00,0
S00006019,3e:09:b0:a2:7c:48,10.7.40.82,D006019,plopez6018,MAB,Workstation,SW080/Gi1/0/40,40,2025-12-10 12:49:11+00:00,2025-12-10 18:44:21.996090950+00:00,0
S00006020,a6:43:e6:1f:a5:bc,10.2.10.60,D006020,nlopez6019,DOT1X,Workstation,SW018/Gi1/0/33,10,2025-12-10 15:09:08+00:00,2025-12-10 20:45:03.376410246+00:00,0
S00006021,d2:7d:ee:e3:9e:c9,10.5.50.40,D006021,jhernandez6020,DOT1X,CorporateLaptop,SW076/Gi1/0/31,50,2025-12-10 11:09:55+00:00,2025-12-10 16:11:14.977047529+00:00,0
S00006022,6a:0a:9c:ee:9c:60,10.8.10.84,D006022,hwilson6021,DOT1X,Workstation,SW086/Gi1/0/22,10,2025-12-10 12:56:01+00:00,2025-12-10 17:38:41.238543775+00:00,0
S00006023,ea:78:32:94:10:86,10.7.10.14,D006023,alopez6022,MAB,Workstation,SW008/Gi1/0/5,10,2025-12-10 09:24:22+00:00,2025-12-10 14:25:52.622579222+00:00,0
S00006024,c2:2e:71:5d:8c:a2,10.5.50.63,D006024,tramirez6023,DOT1X,Workstation,SW004/Gi1/0/21,50,2025-12-10 08:37:29+00:00,2025-12-10 11:18:06.031274170+00:00,0
S00006025,7e:a5:52:5d:e9:e3,10.3.30.179,D006025,twilson6024,DOT1X,Workstation,SW009/Gi1/0/8,30,2025-12-10 08:22:46+00:00,2025-12-10 14:28:05.617350499+00:00,0
S00006026,06:09:df:98:04:9e,10.5.30.162,D006026,dwalker6025,DOT1X,Workstation,SW073/Gi1/0/47,30,2025-12-10 08:08:10+00:00,2025-12-10 15:17:51.393286561+00:00,0
S00006027,32:ff:c1:09:d4:45,10.5.30.127,D006027,eharris6026,DOT1X,CorporateLaptop,SW031/Gi1/0/20,30,2025-12-10 11:42:08+00:00,2025-12-10 14:23:19.870238994+00:00,0
S00006028,6e:33:f4:05:ea:29,10.9.30.231,D006028,ssanchez6027,DOT1X,CorporateLaptop,SW084/Gi1/0/6,30,2025-12-10 10:24:46+00:00,2025-12-10 17:02:06.582684731+00:00,0
S00006029,1a:18:0d:0d:fa:5b,10.3.50.192,D006029,lwhite6028,DOT1X,Workstation,SW097/Gi1/0/14,50,2025-12-10 10:26:02+00:00,2025-12-10 14:56:47.488673748+00:00,0
S00006030,4a:69:2d:42:43:df,10.5.50.45,D006030,jtorres6029,DOT1X,Workstation,SW005/Gi1/0/31,50,2025-12-10 12:55:50+00:00,2025-12-10 19:39:36.048035165+00:00,0
S00006031,b2:5a:38:4e:07:8b,10.3.60.143,D006031,ihernandez6030,DOT1X,Workstation,SW078/Gi1/0/22,60,2025-12-10 15:15:04+00:00,2025-12-10 20:16:36.088216723+00:00,0
S00006032,3e:3d:46:48:96:ce,10.6.40.103,D006032,tflores6031,MAB,Workstation,SW079/Gi1/0/3,40,2025-12-10 15:24:13+00:00,2025-12-10 18:43:57.617086656+00:00,0
S00006033,02:7a:b5:ef:a1:7a,10.3.60.124,D006033,srodriguez6032,MAB,CorporateLaptop,SW009/Gi1/0/18,60,2025-12-10 12:41:50+00:00,2025-12-10 17:09:46.024318210+00:00,0
S00006034,1e:4d:db:a1:11:0c,10.10.40.78,D006034,rgarcia6033,MAB,Workstation,SW012/Gi1/0/33,40,2025-12-10 11:09:13+00:00,2025-12-10 13:53:10.337360050+00:00,0
S00006035,6a:6d:b2:c2:3b:55,10.2.10.245,D006035,lking6034,DOT1X,CorporateLaptop,SW083/Gi1/0/26,10,2025-12-10 11:19:34+00:00,2025-12-10 13:25:46.620274400+00:00,0
S00006036,9e:a6:5e:a4:5b:ff,10.3.60.37,D006036,pscott6035,DOT1X,Workstation,SW009/Gi1/0/27,60,2025-12-10 13:00:52+00:00,2025-12-10 15:11:52.382610097+00:00,0
S00006037,96:55:4d:aa:98:35,10.9.30.35,D006037,jbrown6036,MAB,CorporateLaptop,SW019/Gi1/0/32,30,2025-12-10 15:16:07+00:00,2025-12-10 23:01:45.517605823+00:00,0
S00006038,0a:ee:a3:76:f1:27,10.4.30.105,D006038,qwhite6037,MAB,Workstation,SW094/Gi1/0/35,30,2025-12-10 12:16:07+00:00,2025-12-10 20:12:30.067383294+00:00,0
S00006039,ea:b8:34:2a:d3:a5,10.5.60.216,D006039,alee6038,DOT1X,Workstation,SW076/Gi1/0/21,60,2025-12-10 11:13:08+00:00,2025-12-10 13:27:20.773339340+00:00,0
S00006040,4e:aa:ae:b2:75:bf,10.4.60.201,D006040,rrodriguez6039,DOT1X,CorporateLaptop,SW094/Gi1/0/37,60,2025-12-10 09:53:16+00:00,2025-12-10 13:01:35.815659232+00:00,0
S00006041,5e:37:3c:63:13:d5,10.5.60.96,D006041,nlee6040,DOT1X,Workstation,SW027/Gi1/0/44,60,2025-12-10 08:45:31+00:00,2025-12-10 13:40:59.254508993+00:00,0
S00006042,52:6e:8c:9c:bb:61,10.3.40.76,D006042,pramirez6041,DOT1X,Workstation,SW078/Gi1/0/7,40,2025-12-10 10:30:33+00:00,2025-12-10 16:22:43.150200184+00:00,0
S00006043,ba:60:43:0c:32:7f,10.4.30.87,D006043,rthompson6042,DOT1X,CorporateLaptop,SW063/Gi1/0/35,30,2025-12-10 14:23:30+00:00,2025-12-10 17:25:33.512353113+00:00,0
S00006044,a2:e0:de:f0:44:e8,10.9.30.72,D006044,elee6043,MAB,Workstation,SW092/Gi1/0/14,30,2025-12-10 10:59:07+00:00,2025-12-10 14:15:39.476177268+00:00,0
S00006045,ba:70:d1:f3:07:dc,10.2.30.151,D006045,cscott6044,MAB,Workstation,SW023/Gi1/0/6,30,2025-12-10 14:44:00+00:00,2025-12-10 19:49:04.047274471+00:00,0
S00006046,1e:81:30:96:8c:2b,10.5.20.232,D006046,rmartinez6045,DOT1X,CorporateLaptop,SW004/Gi1/0/13,20,2025-12-10 14:06:59+00:00,2025-12-10 16:24:48.077213896+00:00,0
S00006047,ce:9b:73:67:9b:1c,10.3.20.154,D006047,jharris6046,DOT1X,Workstation,SW039/Gi1/0/45,20,2025-12-10 14:17:29+00:00,2025-12-10 19:29:34.065291227+00:00,0
S00006048,22:af:6e:68:5e:2c,10.8.50.165,D006048,hgonzalez6047,DOT1X,CorporateLaptop,SW050/Gi1/0/30,50,2025-12-10 13:20:54+00:00,2025-12-10 20:38:47.747265307+00:00,0
S00006049,b2:15:9b:27:9e:3a,10.8.20.91,D006049,qhill6048,DOT1X,Workstation,SW059/Gi1/0/23,20,2025-12-10 08:12:27+00:00,2025-12-10 16:07:45.961831110+00:00,0
S00006050,0e:fe:21:cb:f5:08,10.9.40.78,D006050,jhernandez6049,DOT1X,CorporateLaptop,SW090/Gi1/0/13,40,2025-12-10 11:47:43+00:00,2025-12-10 17:02:26.710452563+00:00,0
S00006051,1a:d1:24:99:4b:a7,10.2.20.35,D006051,twright6050,MAB,Workstation,SW072/Gi1/0/26,20,2025-12-10 13:44:58+00:00,2025-12-10 17:58:16.140146899+00:00,0
S00006052,46:26:13:51:9c:05,10.9.50.17,D006052,asanchez6051,DOT1X,Workstation,SW092/Gi1/0/25,50,2025-12-10 15:55:50+00:00,2025-12-10 22:32:36.266404529+00:00,0
S00006053,52:ce:78:a2:5f:c3,10.5.30.115,D006053,jrodriguez6052,DOT1X,CorporateLaptop,SW076/Gi1/0/20,30,2025-12-10 14:04:10+00:00,2025-12-10 21:28:51.283452480+00:00,0
S00006054,1a:2f:c8:cc:f7:b9,10.9.40.247,D006054,awalker6053,DOT1X,CorporateLaptop,SW037/Gi1/0/22,40,2025-12-10 10:23:15+00:00,2025-12-10 15:17:11.550809166+00:00,0
S00006055,9a:70:18:d3:a0:27,10.9.60.194,D006055,hmartinez6054,DOT1X,CorporateLaptop,SW084/Gi1/0/35,60,2025-12-10 12:35:42+00:00,2025-12-10 19:40:00.809933811+00:00,0
S00006056,ce:81:bb:5d:bb:2a,10.3.60.244,D006056,hhernandez6055,DOT1X,Workstation,SW032/Gi1/0/29,60,2025-12-10 13:51:55+00:00,2025-12-10 18:25:38.190220193+00:00,0
S00006057,2a:5c:a0:f3:d2:f1,10.9.20.80,D006057,pwilson6056,DOT1X,Workstation,SW084/Gi1/0/2,20,2025-12-10 14:46:34+00:00,2025-12-10 19:28:36.177222256+00:00,0
S00006058,4e:5f:54:d5:a0:c3,10.5.20.170,D006058,aramirez6057,DOT1X,Workstation,SW073/Gi1/0/17,20,2025-12-10 08:53:06+00:00,2025-12-10 14:21:04.944704018+00:00,0
S00006059,da:51:61:31:d9:cf,10.6.40.154,D006059,athomas6058,DOT1X,Workstation,SW021/Gi1/0/3,40,2025-12-10 15:25:10+00:00,2025-12-10 20:00:48.377874259+00:00,0
S00006060,5e:29:78:fc:a0:ac,10.1.50.39,D006060,cthompson6059,DOT1X,CorporateLaptop,SW007/Gi1/0/45,50,2025-12-10 11:36:48+00:00,2025-12-10 15:07:14.695295431+00:00,0
S00006061,26:66:3b:35:bf:44,10.5.60.15,D006061,ethompson6060,DOT1X,Workstation,SW091/Gi1/0/16,60,2025-12-10 15:11:15+00:00,2025-12-10 22:25:58.038454023+00:00,0
S00006062,6a:88:c0:d3:98:98,10.10.30.183,D006062,edavis6061,DOT1X,CorporateLaptop,SW081/Gi1/0/47,30,2025-12-10 14:13:31+00:00,2025-12-10 21:57:05.161697164+00:00,0
S00006063,9a:29:4a:1f:38:30,10.1.40.70,D006063,cmartinez6062,MAB,CorporateLaptop,SW007/Gi1/0/12,40,2025-12-10 12:11:36+00:00,2025-12-10 17:27:43.635428414+00:00,0
S00006064,52:55:11:0d:7b:31,10.10.10.118,D006064,jgonzalez6063,DOT1X,Workstation,SW024/Gi1/0/17,10,2025-12-10 11:49:30+00:00,2025-12-10 18:33:30.914779460+00:00,0
S00006065,6e:87:3a:00:89:0d,10.9.50.202,D006065,irodriguez6064,MAB,CorporateLaptop,SW048/Gi1/0/20,50,2025-12-10 10:12:49+00:00,2025-12-10 13:34:40.284422044+00:00,0
S00006066,fa:f2:9c:26:38:06,10.4.40.21,D006066,ttorres6065,DOT1X,Workstation,SW053/Gi1/0/44,40,2025-12-10 12:41:11+00:00,2025-12-10 18:50:55.404845364+00:00,0
S00006067,9e:56:55:d4:ce:2c,10.9.40.50,D006067,othomas6066,DOT1X,Workstation,SW038/Gi1/0/5,40,2025-12-10 10:21:26+00:00,2025-12-10 14:12:23.267707521+00:00,0
S00006068,7a:68:09:90:e7:46,10.9.20.41,D006068,ttaylor6067,DOT1X,Workstation,SW019/Gi1/0/39,20,2025-12-10 11:49:20+00:00,2025-12-10 14:51:18.819666724+00:00,0
S00006069,be:a7:0b:86:99:f5,10.5.30.154,D006069,sclark6068,DOT1X,CorporateLaptop,SW070/Gi1/0/32,30,2025-12-10 09:53:32+00:00,2025-12-10 14:48:58.373699840+00:00,0
S00006070,7e:ea:b6:e5:3f:a7,10.5.10.19,D006070,cyoung6069,DOT1X,CorporateLaptop,SW076/Gi1/0/11,10,2025-12-10 09:48:20+00:00,2025-12-10 11:59:22.606783982+00:00,0
S00006071,26:90:a0:14:9a:21,10.4.30.173,D006071,mramirez6070,DOT1X,CorporateLaptop,SW066/Gi1/0/41,30,2025-12-10 15:15:53+00:00,2025-12-10 19:00:48.322488132+00:00,0
S00006072,5e:c3:02:3d:6e:c3,10.3.30.37,D006072,tthompson6071,DOT1X,CorporateLaptop,SW097/Gi1/0/28,30,2025-12-10 14:58:08+00:00,2025-12-10 18:18:48.281015685+00:00,0
S00006073,de:94:00:f8:d4:ce,10.3.30.140,D006073,jflores6072,DOT1X,CorporateLaptop,SW039/Gi1/0/25,30,2025-12-10 12:35:56+00:00,2025-12-10 17:34:41.644368868+00:00,0
S00006074,b6:33:90:e0:bf:d6,10.1.60.143,D006074,lscott6073,DOT1X,CorporateLaptop,SW056/Gi1/0/19,60,2025-12-10 13:18:38+00:00,2025-12-10 18:17:13.660249119+00:00,0
S00006075,2e:29:be:5e:76:e8,10.3.40.195,D006075,trodriguez6074,DOT1X,Workstation,SW032/Gi1/0/21,40,2025-12-10 08:00:35+00:00,2025-12-10 14:05:46.390270575+00:00,0
S00006076,1e:5b:2b:9a:17:a2,10.3.60.186,D006076,emiller6075,DOT1X,Workstation,SW097/Gi1/0/39,60,2025-12-10 13:56:44+00:00,2025-12-10 16:40:29.882839103+00:00,0
S00006077,02:b2:e1:88:15:f0,10.2.20.115,D006077,othomas6076,MAB,CorporateLaptop,SW041/Gi1/0/47,20,2025-12-10 15:41:19+00:00,2025-12-10 20:20:08.413564340+00:00,0
S00006078,ce:3a:b4:88:46:37,10.7.60.244,D006078,pking6077,DOT1X,CorporateLaptop,SW040/Gi1/0/43,60,2025-12-10 15:35:34+00:00,2025-12-10 17:51:41.504201063+00:00,0
S00006079,0e:a2:76:a6:88:34,10.3.40.69,D006079,ahill6078,MAB,CorporateLaptop,SW078/Gi1/0/17,40,2025-12-10 08:25:11+00:00,2025-12-10 15:13:29.228162448+00:00,0
S00006080,02:f8:3a:af:c0:3a,10.9.10.246,D006080,elewis6079,MAB,Workstation,SW028/Gi1/0/30,10,2025-12-10 13:32:21+00:00,2025-12-10 20:53:46.876166220+00:00,0
S00006081,ba:c9:12:89:9b:03,10.9.60.247,D006081,eramirez6080,MAB,CorporateLaptop,SW037/Gi1/0/48,60,2025-12-10 11:48:34+00:00,2025-12-10 19:45:12.401069207+00:00,0
S00006082,8a:4e:bb:63:ea:3f,10.1.10.205,D006082,jmartinez6081,DOT1X,Workstation,SW087/Gi1/0/31,10,2025-12-10 08:31:11+00:00,2025-12-10 13:38:08.822763075+00:00,0
S00006083,1a:9a:92:cb:98:ee,10.5.50.139,D006083,swhite6082,DOT1X,Workstation,SW004/Gi1/0/1,50,2025-12-10 14:18:39+00:00,2025-12-10 21:24:14.772181501+00:00,0
S00006084,5a:b9:7d:e0:bc:7a,10.9.20.21,D006084,mdavis6083,MAB,CorporateLaptop,SW006/Gi1/0/35,20,2025-12-10 13:02:06+00:00,2025-12-10 17:47:23.093664579+00:00,0
S00006085,5a:61:e6:7c:cc:6b,10.9.50.118,D006085,aperez6084,DOT1X,CorporateLaptop,SW090/Gi1/0/28,50,2025-12-10 10:05:07+00:00,2025-12-10 13:18:12.044037390+00:00,0
S00006086,ea:6c:ce:5f:29:ff,10.9.50.118,D006086,hdavis6085,DOT1X,CorporateLaptop,SW028/Gi1/0/24,50,2025-12-10 12:02:25+00:00,2025-12-10 19:04:26.939077664+00:00,0
S00006087,aa:33:30:f2:a6:3b,10.10.10.104,D006087,ebrown6086,DOT1X,CorporateLaptop,SW081/Gi1/0/2,10,2025-12-10 10:48:39+00:00,2025-12-10 13:05:24.003620622+00:00,0
S00006088,22:13:30:7c:e7:d0,10.5.60.21,D006088,qhill6087,DOT1X,CorporateLaptop,SW073/Gi1/0/23,60,2025-12-10 09:46:19+00:00,2025-12-10 15:20:10.720241806+00:00,0
S00006089,26:81:e1:55:90:55,10.9.60.230,D006089,jscott6088,DOT1X,CorporateLaptop,SW019/Gi1/0/38,60,2025-12-10 11:25:17+00:00,2025-12-10 19:02:22.761577877+00:00,0
S00006090,2a:a7:ac:34:1d:f1,10.9.30.162,D006090,cramirez6089,MAB,CorporateLaptop,SW019/Gi1/0/28,30,2025-12-10 12:44:46+00:00,2025-12-10 16:22:25.749811751+00:00,0
S00006091,66:ed:e9:6b:e8:32,10.7.20.22,D006091,lsanchez6090,DOT1X,CorporateLaptop,SW099/Gi1/0/13,20,2025-12-10 08:24:27+00:00,2025-12-10 11:55:19.042994881+00:00,0
S00006092,12:76:2d:3d:4d:a0,10.9.40.47,D006092,imartinez6091,DOT1X,CorporateLaptop,SW092/Gi1/0/40,40,2025-12-10 13:23:03+00:00,2025-12-10 16:00:47.628034159+00:00,0
S00006093,02:c4:d1:4f:2c:95,10.8.50.205,D006093,rthompson6092,DOT1X,CorporateLaptop,SW025/Gi1/0/22,50,2025-12-10 11:55:54+00:00,2025-12-10 16:57:03.961663234+00:00,0
S00006094,7e:43:be:e7:d8:9a,10.9.10.167,D006094,srobinson6093,DOT1X,CorporateLaptop,SW048/Gi1/0/32,10,2025-12-10 12:28:23+00:00,2025-12-10 18:17:43.938331258+00:00,0
S00006095,be:64:2a:35:d1:3f,10.4.10.51,D006095,aperez6094,DOT1X,Workstation,SW088/Gi1/0/1,10,2025-12-10 09:09:31+00:00,2025-12-10 14:13:16.031304840+00:00,0
S00006096,1e:aa:51:4a:e2:3f,10.10.40.70,D006096,jlopez6095,DOT1X,CorporateLaptop,SW024/Gi1/0/7,40,2025-12-10 09:13:32+00:00,2025-12-10 13:15:16.296260286+00:00,0
S00006097,42:3b:c2:17:4b:64,10.1.20.39,D006097,kthomas6096,DOT1X,Workstation,SW069/Gi1/0/10,20,2025-12-10 12:19:00+00:00,2025-12-10 16:53:37.002395496+00:00,0
S00006098,e2:19:ba:35:67:42,10.9.60.166,D006098,oking6097,DOT1X,CorporateLaptop,SW037/Gi1/0/7,60,2025-12-10 13:04:49+00:00,2025-12-10 20:04:58.411537538+00:00,0
S00006099,d6:c8:26:1a:7d:01,10.5.40.26,D006099,hhernandez6098,DOT1X,Workstation,SW091/Gi1/0/21,40,2025-12-10 13:03:55+00:00,2025-12-10 20:43:43.091433961+00:00,0
S00006100,1a:4f:71:bf:00:6b,10.9.40.185,D006100,mhill6099,DOT1X,Workstation,SW028/Gi1/0/20,40,2025-12-10 08:11:55+00:00,2025-12-10 12:09:10.203730146+00:00,0
S00006101,66:70:ed:3e:4f:50,10.8.30.101,D006101,dwalker6100,DOT1X,Workstation,SW042/Gi1/0/4,30,2025-12-10 11:47:21+00:00,2025-12-10 17:36:40.506766051+00:00,0
S00006102,c2:88:75:44:04:62,10.2.40.79,D006102,escott6101,DOT1X,Workstation,SW074/Gi1/0/32,40,2025-12-10 09:16:31+00:00,2025-12-10 16:13:24.260444755+00:00,0
S00006103,be:8a:7d:14:cc:74,10.5.20.103,D006103,klee6102,DOT1X,Workstation,SW070/Gi1/0/24,20,2025-12-10 12:23:07+00:00,2025-12-10 18:11:22.598729486+00:00,0
S00006104,ae:55:47:94:17:03,10.6.30.247,D006104,erodriguez6103,DOT1X,CorporateLaptop,SW011/Gi1/0/19,30,2025-12-10 14:23:08+00:00,2025-12-10 21:43:04.198480145+00:00,0
S00006105,fa:72:3e:bb:a7:58,10.3.10.112,D006105,jjohnson6104,DOT1X,Workstation,SW009/Gi1/0/12,10,2025-12-10 15:40:32+00:00,2025-12-10 21:39:34.007986110+00:00,0
S00006106,62:71:8e:c5:53:99,10.4.30.65,D006106,aperez6105,DOT1X,CorporateLaptop,SW088/Gi1/0/19,30,2025-12-10 11:55:07+00:00,2025-12-10 15:24:01.667520403+00:00,0
S00006107,66:8f:75:24:9d:ad,10.6.50.243,D006107,tthomas6106,DOT1X,CorporateLaptop,SW079/Gi1/0/8,50,2025-12-10 11:58:01+00:00,2025-12-10 17:35:08.853441178+00:00,0
S00006108,de:6d:7f:7e:25:cf,10.8.30.33,D006108,ajones6107,DOT1X,CorporateLaptop,SW014/Gi1/0/43,30,2025-12-10 12:43:28+00:00,2025-12-10 18:04:33.886933980+00:00,0
S00006109,ae:76:33:33:4a:a9,10.4.10.76,D006109,tnguyen6108,MAB,CorporateLaptop,SW066/Gi1/0/25,10,2025-12-10 08:25:55+00:00,2025-12-10 12:27:50.520591314+00:00,0
S00006110,ea:fb:a8:06:af:6b,10.9.50.150,D006110,hhill6109,MAB,CorporateLaptop,SW028/Gi1/0/42,50,2025-12-10 10:42:48+00:00,2025-12-10 13:12:02.461068994+00:00,0
S00006111,62:24:eb:22:80:33,10.7.20.145,D006111,ianderson6110,DOT1X,CorporateLaptop,SW040/Gi1/0/42,20,2025-12-10 10:30:45+00:00,2025-12-10 17:30:23.046777388+00:00,0
S00006112,36:2e:ca:8a:46:76,10.5.40.108,D006112,rclark6111,DOT1X,Workstation,SW065/Gi1/0/23,40,2025-12-10 12:31:43+00:00,2025-12-10 19:16:57.125013949+00:00,0
S00006113,be:d4:bf:f3:c1:95,10.4.50.92,D006113,ltaylor6112,DOT1X,Workstation,SW066/Gi1/0/20,50,2025-12-10 09:14:55+00:00,2025-12-10 11:25:10.974595350+00:00,0
S00006114,ca:78:bc:6d:7c:2c,10.1.20.209,D006114,rmartin6113,DOT1X,Workstation,SW036/Gi1/0/35,20,2025-12-10 08:18:10+00:00,2025-12-10 14:39:18.928475869+00:00,0
S00006115,ca:67:55:63:aa:47,10.8.20.24,D006115,rharris6114,DOT1X,CorporateLaptop,SW086/Gi1/0/19,20,2025-12-10 10:43:35+00:00,2025-12-10 16:39:39.796701130+00:00,0
S00006116,d2:db:bd:98:fd:fb,10.8.40.133,D006116,ntaylor6115,MAB,CorporateLaptop,SW050/Gi1/0/22,40,2025-12-10 08:11:27+00:00,2025-12-10 12:22:27.111357657+00:00,0
S00006117,5e:b3:96:9d:34:50,10.9.30.173,D006117,pallen6116,MAB,Workstation,SW084/Gi1/0/20,30,2025-12-10 13:38:07+00:00,2025-12-10 20:22:25.279693211+00:00,0
S00006118,ae:dd:01:c2:91:cf,10.8.10.71,D006118,pdavis6117,DOT1X,Workstation,SW059/Gi1/0/29,10,2025-12-10 15:13:51+00:00,2025-12-10 22:12:14.557434981+00:00,0
S00006119,32:ab:9d:6c:00:c2,10.1.10.198,D006119,jclark6118,DOT1X,CorporateLaptop,SW036/Gi1/0/3,10,2025-12-10 13:28:53+00:00,2025-12-10 20:38:54.556145660+00:00,0
S00006120,7a:e3:04:3d:46:13,10.8.10.135,D006120,oflores6119,DOT1X,CorporateLaptop,SW025/Gi1/0/14,10,2025-12-10 10:17:26+00:00,2025-12-10 12:45:12.590601240+00:00,0
S00006121,22:f5:d1:cd:f7:d1,10.5.20.112,D006121,awright6120,DOT1X,Workstation,SW004/Gi1/0/33,20,2025-12-10 13:39:06+00:00,2025-12-10 17:55:04.268365092+00:00,0
S00006122,ce:94:c2:07:dc:96,10.5.10.217,D006122,cjohnson6121,DOT1X,Workstation,SW055/Gi1/0/24,10,2025-12-10 14:25:43+00:00,2025-12-10 16:36:36.883028401+00:00,0
S00006123,82:e0:67:ef:b2:b5,10.6.50.35,D006123,mjones6122,MAB,CorporateLaptop,SW057/Gi1/0/34,50,2025-12-10 15:08:59+00:00,2025-12-10 21:31:58.924613072+00:00,0
S00006124,5a:44:b1:e1:9c:32,10.3.60.66,D006124,ksanchez6123,DOT1X,CorporateLaptop,SW096/Gi1/0/31,60,2025-12-10 12:07:49+00:00,2025-12-10 16:39:37.147095697+00:00,0
S00006125,f2:24:f6:a8:65:90,10.8.50.205,D006125,storres6124,DOT1X,Workstation,SW025/Gi1/0/16,50,2025-12-10 11:13:27+00:00,2025-12-10 17:43:13.805726140+00:00,0
S00006126,da:bd:4c:6d:3d:01,10.8.20.39,D006126,aking6125,DOT1X,Workstation,SW002/Gi1/0/22,20,2025-12-10 08:36:07+00:00,2025-12-10 15:21:59.635505280+00:00,0
S00006127,82:4e:f6:7f:9a:a1,10.9.30.16,D006127,ltorres6126,DOT1X,CorporateLaptop,SW092/Gi1/0/4,30,2025-12-10 11:39:53+00:00,2025-12-10 14:03:41.005051506+00:00,0
S00006128,a2:60:00:bf:cb:d1,10.8.60.219,D006128,mgarcia6127,DOT1X,Workstation,SW062/Gi1/0/37,60,2025-12-10 08:30:06+00:00,2025-12-10 16:09:52.425586161+00:00,0
S00006129,1e:82:a3:db:1a:08,10.9.10.12,D006129,rlee6128,MAB,Workstation,SW006/Gi1/0/22,10,2025-12-10 11:03:21+00:00,2025-12-10 16:02:16.392378006+00:00,0
S00006130,8e:23:16:05:9e:94,10.3.30.216,D006130,crobinson6129,DOT1X,Workstation,SW032/Gi1/0/13,30,2025-12-10 08:29:46+00:00,2025-12-10 16:17:57.125508731+00:00,0
S00006131,d2:84:df:b8:0c:3c,10.7.30.202,D006131,mharris6130,DOT1X,CorporateLaptop,SW098/Gi1/0/26,30,2025-12-10 11:00:23+00:00,2025-12-10 13:49:26.436370904+00:00,0
S00006132,ba:42:dd:a4:09:ef,10.4.30.214,D006132,nyoung6131,DOT1X,CorporateLaptop,SW088/Gi1/0/1,30,2025-12-10 12:01:09+00:00,2025-12-10 16:07:22.470494058+00:00,0
S00006133,82:f6:65:e4:7b:a1,10.6.60.22,D006133,mrodriguez6132,DOT1X,Workstation,SW057/Gi1/0/20,60,2025-12-10 10:42:14+00:00,2025-12-10 15:27:13.303738040+00:00,0
S00006134,12:2c:51:ac:e8:03,10.1.50.75,D006134,mjackson6133,MAB,Workstation,SW010/Gi1/0/44,50,2025-12-10 10:40:08+00:00,2025-12-10 18:18:33.059506748+00:00,0
S00006135,1a:ee:f9:93:be:60,10.1.60.54,D006135,rmoore6134,DOT1X,Workstation,SW069/Gi1/0/19,60,2025-12-10 13:54:04+00:00,2025-12-10 16:31:53.261648695+00:00,0
S00006136,06:e2:d8:26:be:ae,10.1.20.201,D006136,mnguyen6135,DOT1X,CorporateLaptop,SW007/Gi1/0/18,20,2025-12-10 15:49:25+00:00,2025-12-10 21:06:43.507668909+00:00,0
S00006137,ce:97:6b:c2:8a:50,10.3.10.74,D006137,hrodriguez6136,MAB,CorporateLaptop,SW039/Gi1/0/22,10,2025-12-10 10:05:04+00:00,2025-12-10 12:52:53.280596843+00:00,0
S00006138,4e:b8:e7:e9:78:25,10.7.60.71,D006138,lwilson6137,DOT1X,Workstation,SW040/Gi1/0/13,60,2025-12-10 08:51:36+00:00,2025-12-10 12:12:05.417007876+00:00,0
S00006139,2e:76:3a:11:63:7f,10.10.10.150,D006139,msmith6138,DOT1X,Workstation,SW081/Gi1/0/11,10,2025-12-10 08:16:48+00:00,2025-12-10 13:55:32.819412745+00:00,0
S00006140,1a:10:07:58:d6:fb,10.5.40.158,D006140,pmiller6139,MAB,CorporateLaptop,SW070/Gi1/0/23,40,2025-12-10 11:10:26+00:00,2025-12-10 14:51:21.482992302+00:00,0
S00006141,76:29:84:f3:fe:6c,10.9.60.129,D006141,hflores6140,DOT1X,CorporateLaptop,SW048/Gi1/0/32,60,2025-12-10 11:58:09+00:00,2025-12-10 15:41:21.135134834+00:00,0
S00006142,76:d5:30:16:29:11,10.8.10.39,D006142,eking6141,DOT1X,Workstation,SW002/Gi1/0/12,10,2025-12-10 08:06:40+00:00,2025-12-10 14:07:51.441097296+00:00,0
S00006143,2a:c5:7f:e3:03:71,10.5.40.110,D006143,hhernandez6142,DOT1X,CorporateLaptop,SW004/Gi1/0/11,40,2025-12-10 11:59:36+00:00,2025-12-10 18:50:35.451759866+00:00,0
S00006144,4a:f9:37:d7:e4:c8,10.2.60.110,D006144,ilewis6143,DOT1X,CorporateLaptop,SW083/Gi1/0/36,60,2025-12-10 12:54:38+00:00,2025-12-10 15:06:53.649652372+00:00,0
S00006145,3e:58:ae:6b:c2:0c,10.1.60.134,D006145,lwhite6144,MAB,Workstation,SW069/Gi1/0/25,60,2025-12-10 11:42:25+00:00,2025-12-10 15:03:14.804673438+00:00,0
S00006146,d2:17:64:42:7f:5a,10.6.20.227,D006146,ltorres6145,MAB,Workstation,SW034/Gi1/0/15,20,2025-12-10 08:45:21+00:00,2025-12-10 13:54:59.270814379+00:00,0
S00006147,1a:ff:3c:34:d7:48,10.6.20.96,D006147,hgonzalez6146,MAB,Workstation,SW079/Gi1/0/41,20,2025-12-10 11:37:29+00:00,2025-12-10 19:04:52.692927302+00:00,0
