device_id,device_type,os,mac,hostname,owner_user_id,attached_switch_id,attached_interface,vlan
D006829,laptop,Windows,86:0a:78:69:55:35,LAP-HLEE6828,U06829,SW062,Gi1/0/13,50
D006830,laptop,Windows,76:ba:71:eb:77:6a,LAP-SWRIGHT6829,U06830,SW030,Gi1/0/36,10
D006831,laptop,Windows,9a:45:51:11:20:98,LAP-HROBINSON683,U06831,SW094,Gi1/0/42,60
D006832,laptop,Windows,d6:4e:49:ea:63:ea,LAP-ATORRES6831,U06832,SW061,Gi1/0/35,10
D006833,laptop,Windows,12:14:0a:5f:04:2d,LAP-ATHOMPSON683,U06833,SW064,Gi1/0/31,20
D006834,laptop,Windows,a2:7d:43:83:1f:2f,LAP-RTORRES6833,U06834,SW049,Gi1/0/37,50
D006835,laptop,Windows,36:1f:e6:06:75:fb,LAP-CROBINSON683,U06835,SW041,Gi1/0/26,20
D006836,laptop,Windows,46:45:a2:c1:3e:de,LAP-CROBINSON683,U06836,SW100,Gi1/0/12,40
D006837,laptop,Windows,de:65:d2:8a:d8:17,LAP-ACLARK6836,U06837,SW039,Gi1/0/24,10
D006838,laptop,Windows,8a:60:2e:eb:b4:85,LAP-HWILSON6837,U06838,SW083,Gi1/0/28,50
D006839,laptop,Windows,d2:38:01:d0:ea:db,LAP-LHARRIS6838,U06839,SW009,Gi1/0/37,20
D006840,laptop,Windows,ea:e7:cc:13:55:51,LAP-LANDERSON683,U06840,SW096,Gi1/0/38,10
D006841,laptop,Windows,0a:56:21:d5:6f:3e,LAP-MSANCHEZ6840,U06841,SW079,Gi1/0/7,10
D006842,laptop,Windows,32:cd:35:66:d1:01,LAP-DHERNANDEZ68,U06842,SW084,Gi1/0/5,20
D006843,laptop,Windows,46:c2:dd:e4:d2:ce,LAP-RYOUNG6842,U06843,SW032,Gi1/0/8,50
D006844,laptop,Windows,d2:3a:21:17:14:c4,LAP-RTHOMPSON684,U06844,SW069,Gi1/0/12,10
D006845,laptop,Windows,fa:fd:3f:e3:c1:22,LAP-LLEWIS6844,U06845,SW079,Gi1/0/14,40
D006846,laptop,Windows,d6:92:e7:aa:93:50,LAP-DRODRIGUEZ68,U06846,SW008,Gi1/0/24,40
D006847,laptop,Windows,8e:52:f2:da:de:ea,LAP-PYOUNG6846,U06847,SW066,Gi1/0/35,20
D006848,laptop,Windows,4a:7a:d6:1e:a4:c4,LAP-JALLEN6847,U06848,SW088,Gi1/0/20,40
D006849,laptop,Windows,e6:cf:cb:ac:82:cf,LAP-AGARCIA6848,U06849,SW087,Gi1/0/22,20
D006850,laptop,Windows,2a:52:34:74:19:8b,LAP-HANDERSON684,U06850,SW079,Gi1/0/44,30
D006851,laptop,Windows,2a:79:6d:33:ff:06,LAP-KRAMIREZ6850,U06851,SW092,Gi1/0/37,10
D006852,laptop,Windows,3e:01:0a:16:86:b0,LAP-LWRIGHT6851,U06852,SW028,Gi1/0/37,10
D006853,laptop,Windows,e2:57:e1:34:0d:93,LAP-HROBINSON685,U06853,SW073,Gi1/0/37,10
D006854,laptop,Windows,fe:84:18:6a:b6:19,LAP-KJACKSON6853,U06854,SW027,Gi1/0/2,10
D006855,laptop,Windows,76:c5:9c:a7:b1:cc,LAP-OLOPEZ6854,U06855,SW090,Gi1/0/36,30
D006856,laptop,Windows,ea:2a:fb:6d:a9:3f,LAP-STORRES6855,U06856,SW053,Gi1/0/23,20
D006857,laptop,Windows,66:f4:b9:25:eb:bc,LAP-LWRIGHT6856,U06857,SW086,Gi1/0/31,20
D006858,laptop,Windows,c6:ea:b9:6e:6e:9f,LAP-LSCOTT6857,U06858,SW028,Gi1/0/37,10
D006859,laptop,Windows,3e:41:68:aa:a9:9e,LAP-SGONZALEZ685,U06859,SW031,Gi1/0/3,50
D006860,laptop,Windows,16:68:be:00:c1:db,LAP-OMOORE6859,U06860,SW098,Gi1/0/33,60
D006861,laptop,Windows,3e:81:09:11:60:3b,LAP-KMARTINEZ686,U06861,SW093,Gi1/0/43,50
D006862,laptop,Windows,e6:69:3f:fc:10:15,LAP-THILL6861,U06862,SW019,Gi1/0/26,20
D006863,laptop,Windows,f6:8c:79:b2:9b:8e,LAP-CWRIGHT6862,U06863,SW038,Gi1/0/32,50
D006864,laptop,Windows,4a:f3:88:95:2e:c4,LAP-CMILLER6863,U06864,SW015,Gi1/0/5,20
D006865,laptop,Windows,fe:7a:9e:27:9b:0c,LAP-JMARTINEZ686,U06865,SW065,Gi1/0/37,20
D006866,laptop,Windows,ba:c9:45:aa:fb:40,LAP-PTHOMPSON686,U06866,SW006,Gi1/0/44,50
D006867,laptop,Windows,fa:5d:3e:59:06:fe,LAP-ATAYLOR6866,U06867,SW005,Gi1/0/17,20
D006868,laptop,Windows,06:93:d5:94:07:74,LAP-QJACKSON6867,U06868,SW057,Gi1/0/20,60
D006869,laptop,Windows,26:2b:e6:2f:d9:24,LAP-EANDERSON686,U06869,SW092,Gi1/0/25,60
D006870,laptop,Windows,a6:87:48:49:91:32,LAP-ACLARK6869,U06870,SW078,Gi1/0/7,40
D006871,laptop,Windows,c2:43:d2:b7:d3:1a,LAP-LSCOTT6870,U06871,SW073,Gi1/0/5,40
D006872,laptop,Windows,96:12:6a:ea:5e:cf,LAP-ATORRES6871,U06872,SW061,Gi1/0/5,20
D006873,laptop,Windows,3e:18:17:fb:86:3f,LAP-HJACKSON6872,U06873,SW018,Gi1/0/8,40
D006874,laptop,Windows,1e:bf:a9:20:26:9b,LAP-MKING6873,U06874,SW020,Gi1/0/38,30
D006875,laptop,Windows,ee:d2:e6:70:f9:4c,LAP-ARAMIREZ6874,U06875,SW064,Gi1/0/31,40
D006876,laptop,Windows,9e:87:ed:4d:1d:83,LAP-ADAVIS6875,U06876,SW094,Gi1/0/30,10
D006877,laptop,Windows,3a:ea:7f:e3:a1:10,LAP-PYOUNG6876,U06877,SW006,Gi1/0/4,30
D006878,laptop,Windows,a6:20:62:3f:2c:98,LAP-JANDERSON687,U06878,SW038,Gi1/0/13,10
D006879,laptop,Windows,de:be:c7:8c:bf:6c,LAP-MSANCHEZ6878,U06879,SW019,Gi1/0/45,30
D006880,laptop,Windows,5a:43:4e:c6:b4:69,LAP-ALEWIS6879,U06880,SW014,Gi1/0/26,50
D006881,laptop,Windows,8a:eb:e5:78:7c:04,LAP-CNGUYEN6880,U06881,SW036,Gi1/0/4,10
D006882,laptop,Windows,ea:08:a3:98:42:7a,LAP-CNGUYEN6881,U06882,SW019,Gi1/0/46,50
D006883,laptop,Windows,86:85:b4:2b:3b:8b,LAP-PALLEN6882,U06883,SW024,Gi1/0/28,50
D006884,laptop,Windows,ea:65:33:9b:39:47,LAP-CLEE6883,U06884,SW043,Gi1/0/24,20
D006885,laptop,Windows,86:ed:ed:c0:58:d7,LAP-ETAYLOR6884,U06885,SW078,Gi1/0/29,20
D006886,laptop,Windows,da:f5:f9:2b:14:1c,LAP-DMOORE6885,U06886,SW056,Gi1/0/19,50
D006887,laptop,Windows,42:6d:be:41:a7:4c,LAP-QHILL6886,U06887,SW056,Gi1/0/33,50
D006888,laptop,Windows,c2:28:ba:2e:c3:7b,LAP-NRODRIGUEZ68,U06888,SW063,Gi1/0/15,40
D006889,laptop,Windows,2a:41:48:5f:61:74,LAP-RLEE6888,U06889,SW023,Gi1/0/18,10
D006890,laptop,Windows,7e:74:df:64:38:12,LAP-CRAMIREZ6889,U06890,SW008,Gi1/0/9,40
D006891,laptop,Windows,4a:89:f9:de:46:f4,LAP-ESMITH6890,U06891,SW005,Gi1/0/10,20
D006892,laptop,Windows,c6:fc:96:a2:5f:e9,LAP-SSANCHEZ6891,U06892,SW090,Gi1/0/44,20
D006893,laptop,Windows,c6:61:ec:7e:30:32,LAP-CHERNANDEZ68,U06893,SW091,Gi1/0/10,40
D006894,laptop,Windows,b2:aa:06:c2:d3:0c,LAP-ILOPEZ6893,U06894,SW034,Gi1/0/9,60
D006895,laptop,Windows,2e:fa:5c:9c:c3:15,LAP-MHARRIS6894,U06895,SW081,Gi1/0/23,20
D006896,laptop,Windows,9e:9b:ba:38:1a:bc,LAP-RSMITH6895,U06896,SW025,Gi1/0/3,20
D006897,laptop,Windows,36:78:f6:c7:8a:54,LAP-TMILLER6896,U06897,SW031,Gi1/0/20,20
D006898,laptop,Windows,02:00:99:17:60:68,LAP-JJACKSON6897,U06898,SW073,Gi1/0/7,20
D006899,laptop,Windows,de:09:40:7c:b6:28,LAP-MWHITE6898,U06899,SW095,Gi1/0/13,60
D006900,laptop,Windows,06:7b:a9:1c:97:8c,LAP-OJONES6899,U06900,SW064,Gi1/0/9,10
D006901,laptop,Windows,92:85:5a:b3:eb:db,LAP-AANDERSON690,U06901,SW097,Gi1/0/42,20
D006902,laptop,Windows,4e:96:89:7b:db:3b,LAP-OGONZALEZ690,U06902,SW100,Gi1/0/21,40
D006903,laptop,Windows,5e:ec:ff:a9:20:80,LAP-SPEREZ6902,U06903,SW005,Gi1/0/1,30
D006904,laptop,Windows,02:99:c7:7e:2f:33,LAP-NGONZALEZ690,U06904,SW040,Gi1/0/44,60
D006905,laptop,Windows,06:a2:85:a1:b3:30,LAP-ISMITH6904,U06905,SW046,Gi1/0/48,40
D006906,laptop,Windows,7a:85:8e:20:fd:cd,LAP-RPEREZ6905,U06906,SW018,Gi1/0/7,10
D006907,laptop,Windows,52:e4:54:64:61:45,LAP-HKING6906,U06907,SW021,Gi1/0/5,30
D006908,laptop,Windows,1e:e4:bb:8e:58:89,LAP-CWHITE6907,U06908,SW098,Gi1/0/8,10
D006909,laptop,Windows,9a:0b:de:f0:7e:10,LAP-EANDERSON690,U06909,SW018,Gi1/0/13,30
D006910,laptop,Windows,0a:1a:28:ed:56:20,LAP-AMARTIN6909,U06910,SW048,Gi1/0/21,60
D006911,laptop,Windows,0a:38:df:37:82:e9,LAP-RGARCIA6910,U06911,SW048,Gi1/0/39,30
D006912,laptop,Windows,f6:d0:34:28:ba:81,LAP-MMARTINEZ691,U06912,SW069,Gi1/0/44,40
D006913,laptop,Windows,02:08:e9:ac:b7:32,LAP-HMOORE6912,U06913,SW056,Gi1/0/42,30
D006914,laptop,Windows,fa:04:ea:09:e8:5e,LAP-MWHITE6913,U06914,SW006,Gi1/0/45,60
D006915,laptop,Windows,86:c6:76:5a:60:5a,LAP-AMARTIN6914,U06915,SW045,Gi1/0/3,40
D006916,laptop,Windows,3e:ec:7a:17:d2:1a,LAP-RHILL6915,U06916,SW034,Gi1/0/46,50
D006917,laptop,Windows,f6:a0:30:dc:f6:21,LAP-PSANCHEZ6916,U06917,SW013,Gi1/0/32,50
D006918,laptop,Windows,46:5e:c0:61:3c:c6,LAP-ESMITH6917,U06918,SW099,Gi1/0/7,50
D006919,laptop,Windows,5e:d2:7b:4a:ec:4a,LAP-ELEE6918,U06919,SW056,Gi1/0/48,60
D006920,laptop,Windows,b6:0e:f9:a2:ef:ad,LAP-TWHITE6919,U06920,SW098,Gi1/0/34,30
D006921,laptop,Windows,ce:51:50:2d:c6:cd,LAP-QJOHNSON6920,U06921,SW094,Gi1/0/37,10
D006922,laptop,Windows,de:25:1b:9f:17:eb,LAP-CTHOMAS6921,U06922,SW099,Gi1/0/32,20
D006923,laptop,Windows,ee:96:05:3a:9d:d8,LAP-EWRIGHT6922,U06923,SW023,Gi1/0/38,20
D006924,laptop,Windows,72:fb:1e:60:2b:59,LAP-HANDERSON692,U06924,SW084,Gi1/0/2,40
D006925,laptop,Windows,02:65:fd:46:b4:78,LAP-MJACKSON6924,U06925,SW006,Gi1/0/27,10
D006926,laptop,Windows,4e:74:b0:d5:02:47,LAP-DRODRIGUEZ69,U06926,SW050,Gi1/0/33,30
D006927,laptop,Windows,6e:55:70:ed:15:f1,LAP-JBROWN6926,U06927,SW090,Gi1/0/42,50
D006928,laptop,Windows,3e:9c:a9:c0:39:be,LAP-HGONZALEZ692,U06928,SW059,Gi1/0/34,30
D006929,laptop,Windows,9a:a4:80:13:0d:4f,LAP-AWALKER6928,U06929,SW020,Gi1/0/12,30
D006930,laptop,Windows,36:3d:3a:98:66:98,LAP-MFLORES6929,U06930,SW008,Gi1/0/32,40
D006931,laptop,Windows,32:e1:9a:7c:1a:02,LAP-LCLARK6930,U06931,SW045,Gi1/0/12,10
D006932,laptop,Windows,fe:f7:22:c1:13:b9,LAP-IKING6931,U06932,SW082,Gi1/0/11,10
D006933,laptop,Windows,76:1a:05:4c:76:a6,LAP-LSANCHEZ6932,U06933,SW094,Gi1/0/30,50
D006934,laptop,Windows,36:74:0b:8a:24:be,LAP-PCLARK6933,U06934,SW078,Gi1/0/16,40
D006935,laptop,Windows,de:46:e4:68:23:e5,LAP-EMOORE6934,U06935,SW043,Gi1/0/16,50
D006936,laptop,Windows,5e:86:f8:91:a1:cc,LAP-CWILLIAMS693,U06936,SW074,Gi1/0/27,30
D006937,laptop,Windows,46:3c:8d:49:a1:fb,LAP-ETAYLOR6936,U06937,SW081,Gi1/0/10,20
D006938,laptop,Windows,8a:19:0b:35:98:69,LAP-EWRIGHT6937,U06938,SW038,Gi1/0/7,50
D006939,laptop,Windows,fe:da:25:38:b7:b4,LAP-PPEREZ6938,U06939,SW027,Gi1/0/21,50
D006940,laptop,Windows,12:8d:e9:81:63:da,LAP-DWALKER6939,U06940,SW027,Gi1/0/8,10
D006941,laptop,Windows,12:9e:f7:c2:9a:ac,LAP-CWILLIAMS694,U06941,SW078,Gi1/0/36,60
D006942,laptop,Windows,ba:ba:6e:8a:71:8a,LAP-ARODRIGUEZ69,U06942,SW083,Gi1/0/34,40
D006943,laptop,Windows,be:52:59:e3:68:fe,LAP-KLOPEZ6942,U06943,SW019,Gi1/0/46,20
D006944,laptop,Windows,d6:ec:ff:a7:05:c2,LAP-AANDERSON694,U06944,SW098,Gi1/0/8,30
D006945,laptop,Windows,ba:59:f0:1d:b3:0e,LAP-AFLORES6944,U06945,SW004,Gi1/0/36,40
D006946,laptop,Windows,32:4c:c7:ac:2b:f5,LAP-EJACKSON6945,U06946,SW041,Gi1/0/1,10
D006947,laptop,Windows,ca:99:9b:12:b8:7d,LAP-HCLARK6946,U06947,SW048,Gi1/0/30,10
D006948,laptop,Windows,f6:8c:ef:e1:9b:a3,LAP-ASANCHEZ6947,U06948,SW007,Gi1/0/9,30
D006949,laptop,Windows,0e:01:4e:64:e8:ba,LAP-ATAYLOR6948,U06949,SW075,Gi1/0/35,60
D006950,laptop,Windows,2a:b4:21:15:78:13,LAP-KHILL6949,U06950,SW093,Gi1/0/4,30
D006951,laptop,Windows,02:e2:18:38:58:ec,LAP-RRODRIGUEZ69,U06951,SW024,Gi1/0/3,60
D006952,laptop,Windows,d6:4b:31:42:bf:2b,LAP-CJOHNSON6951,U06952,SW073,Gi1/0/14,50
D006953,laptop,Windows,12:7a:1c:70:01:07,LAP-CROBINSON695,U06953,SW097,Gi1/0/17,60
D006954,laptop,Windows,ee:77:9f:9a:e3:ef,LAP-OCLARK6953,U06954,SW070,Gi1/0/37,10
D006955,laptop,Windows,22:44:44:7c:30:17,LAP-JHERNANDEZ69,U06955,SW045,Gi1/0/10,60
D006956,laptop,Windows,a6:c1:81:98:8e:16,LAP-CWRIGHT6955,U06956,SW096,Gi1/0/38,50
D006957,laptop,Windows,c2:91:1d:0f:85:56,LAP-AMILLER6956,U06957,SW040,Gi1/0/24,60
D006958,laptop,Windows,16:65:3f:d3:f0:53,LAP-RHERNANDEZ69,U06958,SW070,Gi1/0/4,10
D006959,laptop,Windows,82:28:63:ec:21:82,LAP-LMILLER6958,U06959,SW080,Gi1/0/46,20
D006960,laptop,Windows,ce:7d:b7:c6:c2:7c,LAP-RDAVIS6959,U06960,SW064,Gi1/0/28,40
D006961,laptop,Windows,8e:2e:9f:d9:09:9a,LAP-QROBINSON696,U06961,SW032,Gi1/0/41,40
D006962,laptop,Windows,8e:dd:ac:f3:c3:c6,LAP-LLEWIS6961,U06962,SW074,Gi1/0/5,40
D006963,laptop,Windows,36:c7:1d:70:2a:cd,LAP-OSANCHEZ6962,U06963,SW031,Gi1/0/22,60
D006964,laptop,Windows,56:37:10:c3:10:09,LAP-AWRIGHT6963,U06964,SW048,Gi1/0/9,10
D006965,laptop,Windows,02:eb:ea:0c:cd:56,LAP-CWILLIAMS696,U06965,SW056,Gi1/0/25,20
D006966,laptop,Windows,c6:d0:98:5a:e3:21,LAP-HHARRIS6965,U06966,SW028,Gi1/0/38,10
D006967,laptop,Windows,be:5b:31:6a:ab:97,LAP-OJONES6966,U06967,SW080,Gi1/0/41,40
D006968,laptop,Windows,d6:80:6d:89:50:8e,LAP-NHILL6967,U06968,SW025,Gi1/0/47,20
D006969,laptop,Windows,02:38:02:17:e0:cf,LAP-SSANCHEZ6968,U06969,SW015,Gi1/0/13,40
D006970,laptop,Windows,fe:85:f0:1f:f0:3f,LAP-EWALKER6969,U06970,SW076,Gi1/0/14,30
D006971,laptop,Windows,62:85:37:57:c5:d7,LAP-RTHOMPSON697,U06971,SW091,Gi1/0/37,20
D006972,laptop,Windows,42:d2:c0:7c:d6:75,LAP-RTHOMAS6971,U06972,SW024,Gi1/0/38,30
D006973,laptop,Windows,fe:65:e6:66:8c:93,LAP-RRAMIREZ6972,U06973,SW053,Gi1/0/16,40
D006974,laptop,Windows,1e:04:e8:74:03:ff,LAP-AKING6973,U06974,SW095,Gi1/0/17,60
D006975,laptop,Windows,a2:2c:f6:97:f4:15,LAP-QDAVIS6974,U06975,SW037,Gi1/0/10,20
D006976,laptop,Windows,8a:c1:56:20:03:6f,LAP-DWRIGHT6975,U06976,SW040,Gi1/0/38,20
D006977,laptop,Windows,02:af:d1:43:b2:24,LAP-EROBINSON697,U06977,SW073,Gi1/0/6,60
D006978,laptop,Windows,f2:45:46:21:f0:01,LAP-KBROWN6977,U06978,SW065,Gi1/0/28,60
D006979,laptop,Windows,02:dc:85:e3:af:11,LAP-ONGUYEN6978,U06979,SW013,Gi1/0/19,60
D006980,laptop,Windows,f6:86:42:ea:3e:5a,LAP-CDAVIS6979,U06980,SW006,Gi1/0/27,60
D006981,laptop,Windows,d2:f6:b2:b4:f7:f6,LAP-DHARRIS6980,U06981,SW037,Gi1/0/45,20
D006982,laptop,Windows,2e:21:e9:25:3d:78,LAP-IGARCIA6981,U06982,SW043,Gi1/0/39,20
D006983,laptop,Windows,c2:a9:cc:6f:7e:b0,LAP-EDAVIS6982,U06983,SW064,Gi1/0/44,40
D006984,laptop,Windows,12:e8:b7:da:48:cc,LAP-RSANCHEZ6983,U06984,SW039,Gi1/0/34,50
D006985,laptop,Windows,96:6e:98:c4:61:5e,LAP-ARAMIREZ6984,U06985,SW013,Gi1/0/21,50
D006986,laptop,Windows,8a:42:73:5b:30:85,LAP-SRAMIREZ6985,U06986,SW079,Gi1/0/47,60
D006987,laptop,Windows,42:06:fc:fa:95:32,LAP-EWILSON6986,U06987,SW042,Gi1/0/27,60
D006988,laptop,Windows,da:04:a4:2f:cf:a6,LAP-QALLEN6987,U06988,SW007,Gi1/0/18,20
D006989,laptop,Windows,76:59:97:56:54:19,LAP-MJOHNSON6988,U06989,SW062,Gi1/0/42,20
D006990,laptop,Windows,e2:bd:19:88:91:7e,LAP-AWRIGHT6989,U06990,SW040,Gi1/0/46,40
D006991,laptop,Windows,fe:32:5a:b3:98:5b,LAP-LGONZALEZ699,U06991,SW055,Gi1/0/23,20
D006992,laptop,Windows,0e:40:d5:e3:e4:e1,LAP-AHARRIS6991,U06992,SW088,Gi1/0/40,50
D006993,laptop,Windows,36:5b:70:d6:22:39,LAP-ETORRES6992,U06993,SW019,Gi1/0/24,50
D006994,laptop,Windows,3a:a3:4b:24:aa:6c,LAP-HHERNANDEZ69,U06994,SW070,Gi1/0/24,50
D006995,laptop,Windows,36:b9:dc:26:f8:44,LAP-LTAYLOR6994,U06995,SW012,Gi1/0/26,10
D006996,laptop,Windows,2e:34:5a:c5:1b:66,LAP-RKING6995,U06996,SW081,Gi1/0/25,50
D006997,laptop,Windows,d6:0e:73:c7:5e:ae,LAP-JWRIGHT6996,U06997,SW037,Gi1/0/43,20
D006998,laptop,Windows,5a:f2:62:7c:b8:9b,LAP-AMARTINEZ699,U06998,SW080,Gi1/0/44,30
D006999,laptop,Windows,ae:b3:35:f0:ab:bb,LAP-MLEE6998,U06999,SW006,Gi1/0/39,40
D007000,laptop,Windows,72:32:fd:02:29:be,LAP-MWILSON6999,U07000,SW069,Gi1/0/29,10
D007001,laptop,Windows,86:0b:62:88:37:e9,LAP-ELEE7000,U07001,SW025,Gi1/0/6,50
D007002,laptop,Windows,f2:23:d1:24:cc:b1,LAP-LTHOMAS7001,U07002,SW039,Gi1/0/17,50
D007003,laptop,Windows,1a:63:4c:e7:c2:86,LAP-NSMITH7002,U07003,SW023,Gi1/0/7,30
D007004,laptop,Windows,ce:72:42:7e:65:41,LAP-ATORRES7003,U07004,SW039,Gi1/0/2,30
D007005,laptop,Windows,e2:e8:68:4d:0a:4b,LAP-SSANCHEZ7004,U07005,SW082,Gi1/0/31,20
D007006,laptop,Windows,e6:99:6c:20:8e:b0,LAP-HJACKSON7005,U07006,SW007,Gi1/0/15,40
D007007,laptop,Windows,a6:0d:84:37:91:ab,LAP-NJONES7006,U07007,SW063,Gi1/0/4,60
D007008,laptop,Windows,f2:af:f1:3f:3d:bf,LAP-PWILLIAMS700,U07008,SW019,Gi1/0/11,30
D007009,laptop,Windows,e6:02:56:04:c1:67,LAP-TMARTIN7008,U07009,SW039,Gi1/0/4,60
D007010,laptop,Windows,4a:62:e1:a2:ef:3b,LAP-MSANCHEZ7009,U07010,SW057,Gi1/0/7,30
D007011,laptop,Windows,d6:ae:0c:cb:12:f8,LAP-EHERNANDEZ70,U07011,SW010,Gi1/0/24,10
D007012,laptop,Windows,76:a5:00:f7:91:88,LAP-TROBINSON701,U07012,SW092,Gi1/0/33,60
D007013,laptop,Windows,76:8d:61:39:58:c0,LAP-ATHOMAS7012,U07013,SW072,Gi1/0/38,30
D007014,laptop,Windows,42:7b:61:8c:70:f6,LAP-DSMITH7013,U07014,SW063,Gi1/0/19,40
D007015,laptop,Windows,c2:36:a8:fe:b4:aa,LAP-EPEREZ7014,U07015,SW095,Gi1/0/36,30
D007016,laptop,Windows,ae:29:8d:ac:02:7c,LAP-KDAVIS7015,U07016,SW038,Gi1/0/5,40
D007017,laptop,Windows,7a:16:8b:bf:d2:16,LAP-LSMITH7016,U07017,SW014,Gi1/0/7,50
D007018,laptop,Windows,36:4c:59:12:92:ff,LAP-LGARCIA7017,U07018,SW086,Gi1/0/16,60
D007019,laptop,Windows,52:f2:6c:77:cc:5d,LAP-DLOPEZ7018,U07019,SW065,Gi1/0/31,60
D007020,laptop,Windows,ba:58:1a:5d:0e:f1,LAP-SLEE7019,U07020,SW043,Gi1/0/7,20
D007021,laptop,Windows,4e:8e:66:9a:ea:6a,LAP-JFLORES7020,U07021,SW009,Gi1/0/1,10
D007022,laptop,Windows,f6:0f:8d:f0:0f:1b,LAP-MRODRIGUEZ70,U07022,SW025,Gi1/0/29,50
D007023,laptop,Windows,52:fd:f4:fa:04:d3,LAP-EWILLIAMS702,U07023,SW061,Gi1/0/20,20
D007024,laptop,Windows,2e:9f:c9:d3:b4:de,LAP-EDAVIS7023,U07024,SW009,Gi1/0/21,30
D007025,laptop,Windows,fa:4a:ce:fc:de:da,LAP-JGONZALEZ702,U07025,SW056,Gi1/0/21,50
D007026,laptop,Windows,9e:be:6b:4c:0d:f9,LAP-ERODRIGUEZ70,U07026,SW086,Gi1/0/45,40
D007027,laptop,Windows,c2:24:55:f4:a1:4b,LAP-JGONZALEZ702,U07027,SW043,Gi1/0/6,40
D007028,laptop,Windows,6a:69:fd:1b:83:a3,LAP-EHILL7027,U07028,SW064,Gi1/0/30,50
D007029,laptop,Windows,a2:2e:14:d2:d2:dd,LAP-MTHOMAS7028,U07029,SW021,Gi1/0/37,40
D007030,laptop,Windows,92:f2:bf:09:9c:d3,LAP-DSANCHEZ7029,U07030,SW061,Gi1/0/37,60
D007031,laptop,Windows,26:26:aa:ce:cf:be,LAP-RRAMIREZ7030,U07031,SW018,Gi1/0/5,20
D007032,laptop,Windows,c6:53:7a:cf:bf:6d,LAP-CGARCIA7031,U07032,SW075,Gi1/0/17,30
D007033,laptop,Windows,ce:96:9f:d2:e2:e5,LAP-RMARTINEZ703,U07033,SW055,Gi1/0/47,30
D007034,laptop,Windows,76:20:bd:58:93:29,LAP-DTAYLOR7033,U07034,SW063,Gi1/0/37,50
D007035,laptop,Windows,de:bc:b4:c9:b7:d3,LAP-CJACKSON7034,U07035,SW032,Gi1/0/45,60
D007036,laptop,Windows,96:fa:dd:3c:0f:6b,LAP-ESMITH7035,U07036,SW036,Gi1/0/36,30
D007037,laptop,Windows,ee:3f:3a:dd:9c:4e,LAP-LSANCHEZ7036,U07037,SW069,Gi1/0/4,60
D007038,laptop,Windows,fa:5a:29:3d:b6:82,LAP-MGONZALEZ703,U07038,SW064,Gi1/0/48,40
D007039,laptop,Windows,aa:1d:4e:f9:60:77,LAP-PGONZALEZ703,U07039,SW073,Gi1/0/41,20
D007040,laptop,Windows,a6:62:88:aa:53:e2,LAP-HHARRIS7039,U07040,SW014,Gi1/0/32,60
D007041,laptop,Windows,86:b0:29:f2:32:89,LAP-ANGUYEN7040,U07041,SW019,Gi1/0/1,20
D007042,laptop,Windows,fa:bc:5e:52:35:12,LAP-CWRIGHT7041,U07042,SW030,Gi1/0/44,50
D007043,laptop,Windows,d6:83:f2:f5:70:75,LAP-PFLORES7042,U07043,SW038,Gi1/0/43,60
D007044,laptop,Windows,96:7f:fa:71:27:4a,LAP-LTAYLOR7043,U07044,SW055,Gi1/0/42,50
D007045,laptop,Windows,56:8d:a8:7c:74:f5,LAP-AJONES7044,U07045,SW053,Gi1/0/15,40
D007046,laptop,Windows,be:70:d2:7e:9e:61,LAP-MRODRIGUEZ70,U07046,SW008,Gi1/0/45,60
D007047,laptop,Windows,32:30:75:ad:39:29,LAP-QWILSON7046,U07047,SW005,Gi1/0/1,20
D007048,laptop,Windows,d6:1c:73:68:0c:a2,LAP-LGONZALEZ704,U07048,SW084,Gi1/0/28,20
D007049,laptop,Windows,a6:86:5a:40:2c:f2,LAP-TRODRIGUEZ70,U07049,SW061,Gi1/0/37,40
D007050,laptop,Windows,ae:ca:22:a3:ad:fb,LAP-KMILLER7049,U07050,SW006,Gi1/0/11,50
D007051,laptop,Windows,ba:6a:00:79:f6:e6,LAP-RDAVIS7050,U07051,SW088,Gi1/0/47,20
D007052,laptop,Windows,d6:ce:b9:42:12:52,LAP-CCLARK7051,U07052,SW037,Gi1/0/29,40
D007053,laptop,Windows,9a:b9:99:d6:e3:10,LAP-SMARTIN7052,U07053,SW069,Gi1/0/8,50
D007054,laptop,Windows,96:88:a1:a9:70:82,LAP-EJOHNSON7053,U07054,SW045,Gi1/0/45,40
D007055,laptop,Windows,2e:26:07:1a:36:64,LAP-LTHOMPSON705,U07055,SW019,Gi1/0/7,10
D007056,laptop,Windows,6e:a9:2a:a9:81:ca,LAP-LKING7055,U07056,SW072,Gi1/0/47,60
D007057,laptop,Windows,96:11:48:81:0f:77,LAP-TMOORE7056,U07057,SW037,Gi1/0/48,30
D007058,laptop,Windows,da:28:0b:6d:67:ad,LAP-AGONZALEZ705,U07058,SW015,Gi1/0/46,30
D007059,laptop,Windows,9e:69:25:a0:43:44,LAP-AHERNANDEZ70,U07059,SW021,Gi1/0/16,40
D007060,laptop,Windows,0e:dd:55:0c:83:f4,LAP-CTHOMAS7059,U07060,SW084,Gi1/0/22,20
D007061,laptop,Windows,be:af:1a:3e:10:db,LAP-CLOPEZ7060,U07061,SW053,Gi1/0/37,10
D007062,laptop,Windows,ce:4a:ce:bd:6d:f3,LAP-HTORRES7061,U07062,SW042,Gi1/0/39,60
