device_id,mac,ip,vlan,switch_id,interface,lease_start,lease_end,assignment_type
D005224,2e:6d:1e:de:ad:13,10.10.50.108,50,SW061,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005225,da:60:ec:4a:50:b6,10.1.60.207,60,SW069,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005226,de:77:59:bf:93:8b,10.1.20.176,20,SW036,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005227,0a:82:de:6a:38:e8,10.2.60.45,60,SW100,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005228,8e:fd:f1:e6:cc:7d,10.2.20.123,20,SW072,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005229,a6:f8:34:b4:96:24,10.6.10.161,10,SW079,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005230,56:92:ab:76:e6:67,10.9.30.145,30,SW019,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005231,1a:c5:40:07:2f:f1,10.9.50.13,50,SW093,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005232,d6:ae:06:52:01:dc,10.7.50.90,50,SW098,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005233,b2:35:4c:df:9f:41,10.9.20.247,20,SW093,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005234,12:cb:87:ed:9f:3a,10.8.60.194,60,SW043,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005235,0e:a3:9b:73:54:b0,10.9.60.187,60,SW095,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005236,8a:b7:4a:73:4d:bb,10.8.60.130,60,SW002,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005237,56:d9:2b:9d:6c:36,10.5.40.144,40,SW020,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005238,9a:0c:8f:a5:db:bb,10.1.50.125,50,SW069,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005239,1e:4e:ca:90:0e:85,10.7.40.67,40,SW080,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005240,8a:15:cd:75:f4:89,10.10.30.144,30,SW012,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005241,aa:0f:a2:bb:d5:25,10.5.40.212,40,SW030,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005242,82:ef:af:0e:bc:c9,10.1.10.235,10,SW010,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005243,7e:c8:0a:43:c4:72,10.6.10.94,10,SW011,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005244,ee:af:f0:93:cf:ac,10.5.40.206,40,SW004,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005245,ee:5a:7e:32:eb:b1,10.2.30.86,30,SW100,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005246,7a:d4:42:de:4d:29,10.5.30.24,30,SW091,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005247,f6:c6:06:c0:a4:40,10.4.60.81,60,SW063,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005248,06:bd:a8:33:1c:f6,10.5.50.96,50,SW005,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005249,c6:37:d0:a5:55:22,10.5.10.249,10,SW076,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005250,76:12:ed:88:cf:fb,10.5.60.46,60,SW055,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005251,de:fa:2f:62:6d:30,10.10.60.115,60,SW081,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005252,6a:74:3f:71:21:de,10.7.20.228,20,SW049,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005253,de:7b:b4:3a:96:5c,10.8.60.64,60,SW002,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005254,8e:a9:87:81:0c:c5,10.9.30.69,30,SW093,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005255,c6:7e:9c:87:7b:5a,10.5.30.157,30,SW091,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005256,9e:bf:e8:a0:92:b6,10.9.40.193,40,SW093,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005257,16:df:cf:85:e3:b6,10.1.60.73,60,SW069,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005258,6e:17:d3:13:fd:be,10.4.30.157,30,SW094,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005259,5e:db:29:ca:1e:fc,10.7.40.162,40,SW008,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005260,82:4f:e5:68:89:d1,10.7.20.194,20,SW040,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005261,8a:72:39:37:b2:2c,10.3.10.149,10,SW032,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005262,ca:2b:c2:c8:47:20,10.10.40.170,40,SW046,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005263,36:f7:5e:8d:b8:c2,10.9.20.96,20,SW006,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005264,5e:4a:f0:1e:cc:b1,10.8.10.79,10,SW086,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005265,2a:ac:91:a7:91:73,10.5.10.109,10,SW030,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005266,3e:6d:9e:7a:28:42,10.10.30.129,30,SW012,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005267,56:c1:50:ea:89:0d,10.9.20.142,20,SW019,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005268,2a:e2:6e:d1:da:58,10.10.60.51,60,SW012,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005269,ce:79:f0:3f:33:6e,10.2.30.206,30,SW072,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005270,ce:cd:00:f8:37:af,10.4.30.65,30,SW094,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005271,d2:06:eb:74:b0:7a,10.3.10.71,10,SW009,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005272,0e:87:ec:89:a0:b9,10.5.10.39,10,SW005,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005273,86:f3:27:36:a2:0d,10.5.20.73,20,SW091,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005274,1e:ff:a8:ed:62:8e,10.9.60.220,60,SW038,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005275,46:56:85:20:ae:63,10.10.40.219,40,SW012,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005276,6a:f4:a4:24:21:ff,10.9.20.78,20,SW019,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005277,66:9e:b5:f1:3d:de,10.2.10.68,10,SW072,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005278,d2:b2:64:e8:a5:4a,10.3.20.41,20,SW009,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005279,2e:7c:d2:87:3e:50,10.7.20.89,20,SW040,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005280,56:89:b7:86:58:82,10.7.60.67,60,SW098,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005281,3e:7e:9e:26:59:76,10.8.20.28,20,SW042,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005282,a2:4f:76:b8:12:78,10.6.50.73,50,SW017,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005283,e6:af:4a:87:95:7d,10.6.30.65,30,SW079,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005284,4e:52:4a:0b:fe:ba,10.8.20.40,20,SW042,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005285,72:9b:f2:ed:50:e1,10.3.20.90,20,SW039,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005286,7e:77:5f:6c:f7:a1,10.8.40.177,40,SW025,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005287,06:ca:43:31:77:67,10.6.50.249,50,SW079,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005288,56:2f:d5:e1:aa:12,10.7.30.169,30,SW049,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005289,8a:ee:09:fe:d7:53,10.9.60.188,60,SW048,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005290,3a:4d:b8:7b:b5:b1,10.7.60.151,60,SW080,Gi1/0/22,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005291,02:9b:b5:9f:e7:16,10.9.50.158,50,SW037,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005292,7a:22:7e:4f:a2:2a,10.1.40.218,40,SW069,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005293,76:6b:af:cc:d1:3e,10.6.40.224,40,SW017,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005294,ae:cb:87:25:bc:8e,10.8.40.22,40,SW059,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005295,c6:11:27:58:aa:85,10.8.40.130,40,SW042,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005296,76:66:4a:11:78:ca,10.8.10.155,10,SW050,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005297,62:d8:41:32:de:5c,10.9.40.246,40,SW037,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005298,86:16:09:45:26:47,10.8.20.151,20,SW013,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005299,32:bf:8f:30:90:66,10.4.50.72,50,SW094,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005300,d2:2a:c4:7a:bc:76,10.7.10.182,10,SW040,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005301,4a:ac:a8:cd:4f:71,10.3.10.243,10,SW078,Gi1/0/1,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005302,12:b1:58:b0:e1:45,10.9.40.88,40,SW093,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005303,76:0f:96:6c:d6:6b,10.8.50.83,50,SW043,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005304,4e:78:b3:12:ae:63,10.9.40.112,40,SW084,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005305,6e:3b:c9:f7:5c:58,10.8.20.157,20,SW043,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005306,2e:f3:24:4d:9b:fe,10.7.20.91,20,SW008,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005307,f6:8f:4c:6b:29:8c,10.5.30.175,30,SW091,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005308,92:ca:35:2c:5a:bc,10.1.20.103,20,SW087,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005309,36:68:85:cc:0d:d5,10.8.60.129,60,SW059,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005310,5a:29:a0:7c:e1:f1,10.8.30.163,30,SW086,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005311,92:54:44:f0:1a:96,10.5.60.65,60,SW070,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005312,fe:cb:72:f1:99:92,10.2.10.71,10,SW083,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005313,aa:8b:71:73:a6:90,10.1.30.76,30,SW007,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005314,86:3f:1a:89:70:0f,10.9.60.218,60,SW084,Gi1/0/22,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005315,a6:58:1b:f6:df:ba,10.6.20.154,20,SW021,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005316,56:35:98:c7:6e:57,10.7.50.248,50,SW099,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005317,16:fb:cd:71:0b:1a,10.7.50.77,50,SW098,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005318,26:ad:aa:eb:f1:43,10.1.40.112,40,SW007,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005319,b6:ca:2e:37:53:50,10.1.10.111,10,SW069,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005320,46:54:ca:99:74:54,10.9.60.247,60,SW038,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005321,3a:16:16:0f:8a:ed,10.8.30.167,30,SW025,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005322,26:64:f5:4f:58:8d,10.7.40.125,40,SW098,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005323,1e:38:78:72:2c:25,10.7.50.144,50,SW040,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005324,02:5a:d7:4b:d2:ea,10.6.30.14,30,SW057,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005325,be:5b:43:42:a3:89,10.3.10.94,10,SW032,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005326,da:d7:88:69:41:9c,10.2.40.226,40,SW072,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005327,7a:8d:f5:a6:cf:de,10.8.40.75,40,SW025,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005328,da:46:cd:bc:52:f7,10.1.10.90,10,SW036,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005329,f2:62:ec:79:ca:a2,10.2.20.106,20,SW074,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005330,ca:81:73:36:14:3f,10.5.20.24,20,SW020,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005331,72:bd:84:7a:13:2d,10.10.30.129,30,SW081,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005332,36:ae:40:09:dd:ef,10.7.40.54,40,SW099,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005333,32:c4:a9:da:15:17,10.2.40.178,40,SW074,Gi1/0/22,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005334,16:28:45:fc:ea:14,10.1.10.183,10,SW036,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005335,fe:a8:da:f3:a9:b5,10.2.60.113,60,SW018,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005336,e2:d1:38:e6:c0:26,10.6.50.65,50,SW057,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005337,12:e4:08:da:c1:3e,10.8.10.191,10,SW043,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005338,02:c3:fb:81:05:f7,10.10.20.185,20,SW024,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005339,8a:6c:26:29:90:2f,10.9.60.86,60,SW037,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005340,ee:d3:fb:7f:74:5d,10.7.30.209,30,SW098,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005341,3a:7c:69:8d:96:31,10.6.30.138,30,SW017,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005342,36:42:ed:2b:fc:11,10.8.30.228,30,SW025,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005343,4a:9b:63:b2:b8:12,10.9.60.173,60,SW035,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005344,0e:13:29:3b:24:77,10.4.10.227,10,SW094,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005345,4a:fb:5a:32:4b:59,10.1.60.78,60,SW036,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005346,72:eb:86:20:75:72,10.5.20.53,20,SW030,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005347,26:b5:90:2f:2f:b1,10.5.60.195,60,SW030,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005348,96:f4:88:24:22:b0,10.3.30.144,30,SW096,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005349,12:fa:e3:2c:06:d6,10.1.50.195,50,SW036,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005350,ca:5a:19:9f:ee:89,10.9.10.222,10,SW037,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005351,56:f8:0a:c7:d1:92,10.9.30.96,30,SW037,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005352,82:ff:d8:fa:3e:d7,10.9.20.68,20,SW090,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005353,0a:f3:86:03:a5:d9,10.2.40.53,40,SW074,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005354,e6:79:26:07:07:0c,10.8.10.249,10,SW062,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005355,4e:e0:58:4d:9b:fa,10.6.30.143,30,SW021,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005356,1a:45:b0:99:1f:44,10.10.40.186,40,SW012,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005357,9a:50:a3:39:dc:e1,10.1.30.238,30,SW010,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005358,6a:66:c5:57:a4:7f,10.5.50.234,50,SW030,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005359,a2:d4:63:f4:0f:be,10.5.40.248,40,SW082,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005360,a2:6b:7e:42:09:06,10.6.50.84,50,SW079,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005361,26:a7:69:95:05:c6,10.10.40.172,40,SW081,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005362,f2:4c:9c:dd:a6:25,10.5.30.58,30,SW070,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005363,1e:43:a7:ab:c4:62,10.4.20.121,20,SW053,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005364,92:af:ae:1b:55:59,10.1.50.237,50,SW036,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005365,ba:2a:f6:36:b1:6e,10.5.60.77,60,SW076,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005366,72:7d:74:bd:b5:73,10.9.60.77,60,SW019,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005367,aa:b2:29:f8:4e:a2,10.7.20.146,20,SW008,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005368,8a:08:1a:a0:ed:2d,10.8.30.227,30,SW086,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005369,2e:97:40:cc:02:6d,10.10.40.162,40,SW046,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005370,c6:f2:c6:15:8a:a0,10.10.60.50,60,SW064,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005371,16:d7:f1:50:d1:20,10.3.20.241,20,SW097,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005372,72:35:67:09:1c:d8,10.2.50.96,50,SW072,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005373,b6:63:0c:9a:09:bc,10.7.60.119,60,SW080,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005374,76:68:a4:b7:df:6f,10.9.20.160,20,SW048,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005375,26:3f:0f:26:90:48,10.3.20.174,20,SW032,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005376,86:d3:08:9f:71:0c,10.1.30.228,30,SW036,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005377,92:1a:d5:fb:9b:64,10.9.60.64,60,SW093,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005378,ea:2a:78:92:e0:1f,10.9.60.120,60,SW038,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005379,12:fc:8b:12:7b:a0,10.9.10.87,10,SW095,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005380,76:7d:19:8b:6f:0e,10.5.20.153,20,SW005,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005381,72:cb:0d:42:e4:45,10.5.30.77,30,SW030,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005382,8a:cc:b0:2b:eb:bf,10.3.10.88,10,SW096,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005383,4a:31:b7:57:b0:96,10.10.40.170,40,SW061,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005384,d2:08:7b:45:82:28,10.9.20.56,20,SW037,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005385,92:45:69:8b:4a:b5,10.2.30.115,30,SW018,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005386,76:77:f0:97:6a:db,10.9.10.187,10,SW048,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005387,52:1b:b5:7b:f1:44,10.3.20.122,20,SW097,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005388,aa:63:c0:9b:26:a0,10.1.10.186,10,SW036,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005389,e2:69:80:d6:e5:f2,10.9.20.118,20,SW048,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005390,36:d1:3e:9c:9a:25,10.1.30.217,30,SW036,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005391,22:a5:2f:6b:14:64,10.4.20.213,20,SW088,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005392,16:eb:71:cd:db:ce,10.2.50.46,50,SW072,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005393,7a:a0:9c:ca:49:10,10.10.30.221,30,SW064,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D005394,86:1d:bb:07:1f:64,10.5.20.24,20,SW070,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
